CaseID,Age,MaritalStatus,Residence,EducationLevel,NumChild,WealthIndexCategorical,WealthIndexScore
1765,47,Other,Rural,No Education,4,Poorest,-137521
1766,20,Married,Rural,No Education,0,Poorest,-137521
1767,33,Married,Rural,No Education,3,Poorest,-146404
1768,48,Other,Rural,No Education,3,Poorest,-146404
1769,49,Other,Rural,No Education,1,Poorest,-112531
1770,22,Married,Rural,No Education,0,Poorest,-112531
1771,28,Married,Rural,No Education,2,Poorest,-133056
1772,29,Married,Rural,No Education,3,Poorest,-124046
1773,47,Married,Rural,No Education,4,Poorest,-128610
1774,31,Married,Rural,Primary,6,Poorest,-132740
1775,25,Other,Rural,No Education,1,Poorest,-73340
1776,30,Married,Rural,No Education,2,Poorer,-54484
1777,25,Married,Rural,No Education,3,Poorest,-63849
1778,42,Married,Rural,Primary,4,Richer,-32637
1779,20,Other,Rural,Primary,0,Richer,-32637
1780,40,Married,Rural,No Education,5,Poorest,-86307
1781,18,Married,Rural,No Education,1,Poorer,-56558
1782,41,Married,Rural,No Education,6,Poorer,-47820
1783,16,Single,Rural,Primary,0,Poorer,-47820
1784,40,Married,Rural,No Education,4,Poorest,-65428
1785,17,Single,Rural,Primary,0,Poorest,-65428
1786,15,Single,Rural,Primary,0,Poorest,-65428
1787,38,Married,Rural,No Education,7,Middle,-39869
1788,42,Married,Rural,No Education,7,Poorest,-87472
1789,39,Married,Rural,No Education,5,Poorest,-66260
1790,36,Married,Rural,Primary,4,Poorer,-50236
1791,41,Married,Rural,No Education,2,Richer,-26977
1792,40,Married,Rural,No Education,6,Middle,-32910
1793,35,Married,Rural,No Education,4,Poorest,-73716
1794,37,Married,Rural,No Education,3,Richer,-32829
1795,42,Married,Rural,Primary,5,Richer,-25675
1796,40,Married,Rural,No Education,7,Poorest,-104542
1797,35,Other,Rural,No Education,1,Poorest,-104542
1798,47,Married,Rural,No Education,4,Poorest,-86366
1799,25,Other,Rural,No Education,1,Poorest,-86366
1800,48,Other,Rural,No Education,4,Poorest,-118155
1801,19,Married,Rural,No Education,1,Poorest,-118155
1802,16,Single,Rural,No Education,0,Poorest,-93576
1803,24,Married,Rural,No Education,1,Poorest,-93576
1804,20,Married,Rural,Primary,2,Poorest,-107002
1805,38,Married,Rural,No Education,9,Poorest,-108293
1806,20,Married,Rural,No Education,1,Poorest,-81387
1807,41,Married,Rural,No Education,6,Poorest,-99928
1808,19,Single,Rural,No Education,0,Poorest,-99928
1809,15,Single,Rural,No Education,0,Poorest,-99928
1810,49,Other,Rural,No Education,2,Poorest,-95661
1811,30,Single,Rural,No Education,0,Poorest,-118432
1812,27,Other,Rural,No Education,2,Poorest,-118432
1813,23,Single,Rural,No Education,0,Poorest,-118432
1814,19,Single,Rural,No Education,0,Poorest,-118432
1815,20,Married,Rural,No Education,2,Poorest,-105043
1816,40,Married,Rural,No Education,5,Poorest,-89448
1817,15,Single,Rural,No Education,0,Poorest,-89448
1818,26,Married,Rural,No Education,1,Poorer,-60948
1819,34,Married,Rural,Primary,6,Poorest,-79586
1820,36,Married,Rural,No Education,5,Poorest,-66914
1821,47,Married,Rural,No Education,4,Poorest,-71117
1822,29,Other,Rural,Primary,1,Richer,-32810
1823,19,Married,Rural,Primary,1,Poorest,-74915
1824,47,Other,Rural,No Education,4,Poorer,-52429
1825,46,Married,Rural,No Education,6,Poorer,-48332
1826,16,Married,Rural,Primary,0,Poorer,-48332
1827,27,Married,Rural,No Education,3,Middle,-42561
1828,42,Married,Rural,No Education,6,Poorest,-79283
1829,23,Married,Rural,No Education,1,Poorer,-56138
1830,28,Married,Rural,No Education,1,Poorest,-64972
1831,24,Married,Rural,No Education,1,Poorer,-60568
1832,32,Other,Rural,No Education,0,Poorest,-63680
1833,44,Married,Rural,No Education,5,Poorest,-61804
1834,17,Married,Rural,No Education,1,Poorer,-57221
1835,35,Married,Rural,No Education,5,Richer,-27457
1836,22,Other,Rural,No Education,1,Poorest,-70686
1837,23,Married,Rural,No Education,3,Poorer,-59813
1838,23,Married,Rural,No Education,2,Poorer,-61368
1839,21,Married,Rural,No Education,2,Poorest,-82362
1840,47,Married,Rural,No Education,5,Richest,64973
1841,15,Single,Rural,Secondary,0,Richest,64973
1842,40,Other,Rural,No Education,3,Richer,-21986
1843,26,Married,Rural,No Education,4,Richest,-4692
1844,24,Married,Rural,Secondary,2,Richest,12160
1845,17,Single,Rural,Secondary,0,Richest,-659
1846,49,Single,Rural,No Education,7,Richest,16982
1847,17,Married,Rural,Secondary,0,Richest,16982
1848,48,Married,Rural,No Education,6,Middle,-42349
1849,20,Married,Rural,Secondary,0,Richer,-18183
1850,18,Married,Rural,Primary,1,Richer,-24725
1851,28,Married,Rural,Primary,3,Richest,-459
1852,21,Married,Rural,Secondary,1,Richest,2307
1853,18,Single,Rural,Higher,0,Richest,2307
1854,20,Married,Rural,No Education,1,Richer,-16494
1855,45,Married,Rural,No Education,0,Richest,27296
1856,17,Single,Rural,Secondary,0,Richest,27296
1857,29,Married,Rural,Higher,2,Richest,90574
1858,48,Other,Rural,No Education,8,Richest,90574
1859,22,Married,Rural,No Education,2,Poorest,-80233
1860,32,Married,Rural,Primary,4,Richest,32746
1861,28,Married,Rural,Primary,4,Richest,140151
1862,31,Married,Rural,No Education,4,Richer,-27922
1863,25,Other,Rural,Secondary,2,Poorer,-48393
1864,19,Married,Rural,Primary,1,Richest,30096
1865,24,Married,Rural,Primary,3,Richest,50473
1866,15,Single,Rural,Primary,0,Richest,-4094
1867,33,Other,Rural,No Education,1,Poorest,-65085
1868,35,Married,Rural,No Education,6,Poorest,-64337
1869,27,Married,Rural,No Education,4,Poorest,-64337
1870,40,Married,Rural,Primary,4,Poorer,-49881
1871,47,Married,Rural,No Education,4,Poorer,-52451
1872,16,Single,Rural,Primary,0,Poorer,-52451
1873,27,Married,Rural,No Education,3,Poorest,-70624
1874,48,Married,Rural,No Education,6,Middle,-41298
1875,28,Married,Rural,No Education,1,Poorest,-64688
1876,28,Other,Rural,Primary,0,Poorest,-87799
1877,18,Married,Rural,Primary,0,Poorer,-58650
1878,27,Married,Rural,No Education,2,Poorer,-58650
1879,41,Other,Rural,No Education,4,Poorer,-58650
1880,48,Married,Rural,No Education,7,Poorer,-55441
1881,38,Married,Rural,No Education,5,Poorer,-49849
1882,19,Married,Rural,Primary,0,Poorest,-63582
1883,38,Married,Rural,No Education,5,Middle,-44523
1884,17,Married,Rural,Primary,0,Middle,-44523
1885,18,Single,Rural,Higher,0,Poorer,-52200
1886,40,Married,Rural,No Education,7,Poorest,-70827
1887,48,Married,Rural,No Education,2,Poorest,-85722
1888,18,Married,Rural,Primary,0,Poorest,-63009
1889,26,Married,Urban,Higher,1,Richest,240475
1890,17,Single,Urban,Primary,0,Richest,240475
1891,28,Married,Urban,Secondary,2,Richest,141164
1892,34,Married,Urban,Higher,3,Richest,248129
1893,47,Other,Urban,Primary,4,Richest,10927
1894,16,Single,Urban,Secondary,0,Richest,10927
1895,19,Single,Urban,Secondary,0,Richest,87951
1896,35,Married,Urban,Secondary,4,Richest,19103
1897,28,Other,Urban,Higher,1,Richest,200499
1898,26,Married,Urban,Higher,2,Richest,186290
1899,27,Single,Urban,Higher,0,Richest,285430
1900,15,Single,Urban,Secondary,0,Richest,285430
1901,48,Married,Urban,No Education,6,Richest,162506
1902,29,Married,Urban,Primary,1,Richest,186946
1903,47,Married,Urban,No Education,7,Richest,68481
1904,48,Married,Urban,Higher,3,Richest,190004
1905,16,Single,Urban,Secondary,0,Richest,190004
1906,19,Married,Urban,Primary,1,Richest,41806
1907,16,Single,Urban,Secondary,0,Richest,41806
1908,20,Married,Urban,Secondary,0,Richest,41806
1909,33,Married,Urban,Primary,4,Richest,161506
1910,35,Married,Urban,Primary,4,Richest,179185
1911,18,Single,Urban,Secondary,0,Richest,179185
1912,48,Married,Urban,Higher,6,Richest,220860
1913,20,Single,Urban,Higher,0,Richest,220860
1914,28,Married,Urban,Primary,0,Richest,160507
1915,31,Married,Urban,Secondary,2,Richest,220518
1916,34,Married,Urban,Higher,3,Richest,240554
1917,38,Married,Urban,Secondary,4,Richest,240869
1918,16,Single,Urban,Secondary,0,Richest,240869
1919,47,Married,Urban,Primary,3,Richest,93638
1920,35,Other,Urban,No Education,4,Richest,168757
1921,15,Single,Urban,Secondary,0,Richest,215835
1922,49,Married,Urban,Higher,4,Richest,219153
1923,18,Single,Urban,Secondary,0,Richest,219153
1924,24,Married,Urban,Higher,0,Richest,220074
1925,22,Married,Rural,No Education,2,Poorest,-76640
1926,30,Married,Rural,No Education,8,Poorer,-59663
1927,19,Married,Rural,No Education,1,Poorest,-64970
1928,20,Married,Rural,Primary,1,Middle,-33746
1929,23,Married,Rural,No Education,3,Poorer,-55252
1930,27,Married,Rural,No Education,5,Poorest,-70066
1931,28,Married,Rural,No Education,7,Poorest,-86977
1932,38,Married,Rural,No Education,8,Poorer,-54358
1933,20,Married,Rural,No Education,2,Poorest,-111447
1934,32,Married,Rural,No Education,6,Poorer,-57950
1935,25,Married,Rural,Primary,4,Poorest,-64151
1936,30,Other,Rural,No Education,3,Poorest,-72559
1937,38,Married,Rural,No Education,3,Middle,-34685
1938,18,Single,Rural,Secondary,0,Middle,-34685
1939,22,Married,Rural,No Education,2,Poorer,-50529
1940,22,Married,Rural,Primary,4,Poorer,-57481
1941,32,Married,Rural,No Education,7,Poorer,-49507
1942,36,Married,Rural,No Education,6,Poorest,-87504
1943,16,Single,Rural,Primary,0,Poorest,-87504
1944,20,Married,Rural,No Education,1,Middle,-39795
1945,21,Other,Urban,No Education,1,Richest,110950
1946,37,Other,Urban,Higher,2,Richest,192979
1947,17,Single,Urban,Primary,0,Richest,192979
1948,28,Married,Urban,Higher,2,Richest,180063
1949,37,Married,Urban,Secondary,2,Richest,111433
1950,28,Married,Urban,Primary,2,Richest,210793
1951,41,Other,Urban,Secondary,5,Richest,169571
1952,20,Single,Urban,Higher,0,Richest,169571
1953,40,Married,Urban,Higher,2,Richest,156566
1954,16,Single,Urban,Secondary,0,Richest,156566
1955,29,Married,Urban,Higher,2,Richest,217450
1956,32,Single,Urban,Higher,0,Richest,272097
1957,26,Single,Urban,Higher,0,Richest,272097
1958,39,Other,Urban,Primary,3,Richest,168189
1959,31,Single,Urban,Higher,0,Richest,218999
1960,23,Single,Urban,Higher,0,Richest,218999
1961,38,Other,Urban,Higher,2,Richest,209178
1962,15,Single,Urban,Primary,0,Richest,209178
1963,46,Other,Urban,Secondary,1,Richest,252453
1964,25,Married,Urban,Primary,0,Richest,159432
1965,19,Single,Urban,Primary,0,Richest,159432
1966,24,Married,Urban,Secondary,1,Richest,109053
1967,22,Single,Urban,Higher,0,Richest,184668
1968,16,Single,Urban,Secondary,0,Richest,214714
1969,45,Other,Urban,Primary,5,Richest,137087
1970,34,Married,Urban,Secondary,0,Richest,212817
1971,34,Married,Urban,Secondary,3,Richest,180332
1972,34,Other,Urban,Primary,1,Richest,216333
1973,16,Single,Urban,Secondary,0,Richest,216333
1974,22,Single,Urban,Higher,0,Richest,102877
1975,26,Single,Urban,Secondary,0,Richest,102877
1976,27,Married,Urban,Higher,0,Richest,87550
1977,31,Married,Urban,Secondary,3,Richest,115711
1978,36,Married,Urban,Secondary,1,Richest,205674
1979,22,Married,Urban,Higher,0,Richest,149436
1980,36,Married,Urban,Higher,3,Richest,187435
1981,18,Single,Urban,Secondary,0,Richest,187435
1982,19,Single,Urban,Secondary,0,Richest,73058
1983,33,Other,Urban,Primary,2,Richest,228091
1984,21,Single,Urban,Higher,0,Richest,220177
1985,23,Single,Urban,Secondary,0,Richest,220177
1986,35,Married,Urban,Primary,2,Richest,222523
1987,38,Married,Urban,No Education,4,Richest,139663
1988,21,Single,Urban,Higher,0,Richest,141063
1989,27,Married,Urban,Primary,1,Richest,159262
1990,45,Other,Urban,Primary,5,Richest,175021
1991,15,Single,Urban,Secondary,0,Richest,175021
1992,18,Single,Urban,Higher,0,Richest,104014
1993,19,Single,Urban,Higher,0,Richest,104014
1994,19,Single,Urban,Higher,0,Richest,104014
1995,46,Married,Urban,Higher,6,Richest,221629
1996,30,Married,Rural,No Education,8,Poorer,-52142
1997,30,Married,Rural,No Education,2,Middle,-40243
1998,45,Married,Rural,No Education,11,Richer,-16771
1999,26,Single,Rural,Secondary,0,Richer,-16771
2000,24,Single,Rural,Higher,0,Richer,-16771
2001,22,Single,Rural,Primary,0,Richer,-16771
2002,35,Married,Rural,No Education,8,Poorer,-48928
2003,18,Married,Rural,Primary,1,Middle,-45012
2004,26,Married,Rural,No Education,4,Poorest,-78896
2005,30,Married,Rural,No Education,6,Poorer,-48565
2006,33,Married,Rural,No Education,6,Poorest,-64384
2007,25,Married,Rural,No Education,3,Poorer,-55925
2008,42,Married,Rural,No Education,3,Poorer,-48545
2009,26,Married,Rural,No Education,5,Poorer,-55742
2010,44,Married,Rural,No Education,4,Poorer,-49173
2011,25,Married,Rural,No Education,3,Middle,-36513
2012,40,Married,Rural,No Education,5,Poorer,-56114
2013,27,Married,Rural,No Education,5,Poorest,-64002
2014,39,Married,Rural,No Education,7,Middle,-35456
2015,27,Married,Rural,No Education,3,Poorer,-49250
2016,33,Married,Rural,No Education,7,Richer,-27805
2017,34,Married,Rural,No Education,5,Middle,-43347
2018,25,Single,Rural,No Education,0,Middle,-38733
2019,23,Married,Rural,Primary,0,Middle,-38733
2020,18,Married,Rural,Primary,1,Richer,-27769
2021,23,Married,Rural,No Education,1,Poorer,-49230
2022,25,Married,Rural,No Education,2,Poorer,-53099
2023,19,Married,Rural,Primary,1,Richer,-29780
2024,40,Married,Rural,No Education,7,Middle,-38763
2025,15,Single,Rural,Primary,0,Middle,-38763
2026,18,Married,Rural,Primary,0,Middle,-38763
2027,28,Married,Rural,Primary,1,Richer,-28507
2028,22,Married,Rural,Primary,2,Richer,-29756
2029,26,Single,Rural,Primary,0,Poorer,-48317
2030,19,Single,Rural,Primary,0,Poorer,-48317
2031,33,Married,Rural,No Education,6,Poorer,-59023
2032,27,Married,Rural,Secondary,1,Middle,-36765
2033,28,Married,Rural,Primary,5,Poorer,-48594
2034,30,Married,Rural,No Education,5,Richer,-29694
2035,23,Married,Rural,No Education,1,Poorer,-56196
2036,28,Married,Rural,No Education,3,Middle,-34709
2037,25,Married,Rural,No Education,1,Poorest,-69843
2038,30,Married,Rural,No Education,3,Middle,-43343
2039,47,Married,Rural,Primary,7,Middle,-44377
2040,31,Married,Rural,No Education,4,Middle,-44377
2041,15,Single,Rural,Primary,0,Middle,-44377
2042,18,Single,Rural,Primary,0,Middle,-45401
2043,30,Married,Rural,No Education,6,Richer,-15459
2044,16,Single,Rural,Primary,0,Poorest,-62850
2045,38,Married,Rural,No Education,7,Middle,-34400
2046,16,Single,Rural,Primary,0,Middle,-34400
2047,40,Married,Rural,No Education,6,Richer,-19262
2048,17,Single,Rural,Primary,0,Richer,-19262
2049,20,Single,Rural,Primary,1,Poorer,-48312
2050,26,Married,Rural,No Education,3,Poorer,-55099
2051,27,Married,Rural,Primary,2,Poorer,-48854
2052,21,Married,Rural,No Education,2,Middle,-45095
2053,18,Single,Rural,No Education,0,Poorer,-57292
2054,30,Married,Rural,No Education,4,Poorest,-74646
2055,22,Married,Rural,No Education,3,Poorer,-56996
2056,47,Married,Rural,No Education,7,Richest,14090
2057,21,Married,Rural,No Education,2,Poorest,-64484
2058,33,Married,Rural,No Education,5,Middle,-46399
2059,48,Married,Rural,No Education,7,Poorer,-52181
2060,32,Married,Rural,No Education,4,Middle,-33281
2061,23,Married,Rural,No Education,2,Poorest,-78464
2062,34,Married,Rural,No Education,3,Middle,-32973
2063,15,Single,Rural,Primary,0,Middle,-32973
2064,36,Married,Rural,No Education,5,Middle,-35261
2065,28,Married,Rural,No Education,3,Poorer,-53783
2066,35,Married,Rural,No Education,5,Poorer,-60038
2067,30,Married,Rural,No Education,3,Poorer,-47894
2068,22,Married,Rural,Primary,2,Poorer,-52094
2069,22,Married,Rural,Primary,2,Middle,-41539
2070,30,Married,Rural,No Education,4,Poorer,-57039
2071,32,Married,Rural,No Education,4,Poorest,-75633
2072,20,Married,Rural,Secondary,1,Poorer,-47988
2073,25,Married,Rural,No Education,1,Middle,-34688
2074,47,Married,Rural,No Education,5,Poorer,-54667
2075,24,Married,Rural,No Education,2,Poorest,-64461
2076,35,Married,Rural,No Education,8,Poorest,-70096
2077,26,Married,Rural,Primary,3,Poorer,-58660
2078,19,Married,Rural,Secondary,0,Middle,-35831
2079,35,Married,Rural,Primary,5,Poorer,-50283
2080,18,Single,Rural,Primary,0,Poorer,-50283
2081,35,Married,Rural,No Education,5,Poorer,-54024
2082,41,Other,Rural,No Education,4,Poorest,-65402
2083,20,Other,Rural,Primary,1,Poorest,-65402
2084,20,Married,Rural,Primary,1,Poorer,-51356
2085,30,Married,Rural,No Education,4,Poorer,-51475
2086,31,Married,Rural,No Education,7,Poorest,-64598
2087,22,Married,Rural,Primary,1,Poorer,-57993
2088,20,Married,Rural,Primary,1,Poorer,-57993
2089,23,Married,Rural,Primary,2,Poorer,-57080
2090,25,Married,Rural,No Education,4,Poorest,-69854
2091,21,Married,Rural,No Education,1,Poorer,-54024
2092,28,Married,Rural,No Education,0,Poorest,-65512
2093,17,Single,Rural,Primary,0,Poorest,-65512
2094,15,Single,Rural,Primary,0,Poorest,-65512
2095,39,Married,Rural,No Education,7,Poorest,-70221
2096,21,Married,Rural,No Education,1,Poorest,-67364
2097,38,Married,Rural,No Education,7,Poorer,-60110
2098,21,Other,Rural,Primary,0,Poorer,-60110
2099,15,Single,Rural,Primary,0,Poorer,-60110
2100,35,Married,Rural,Primary,5,Middle,-34610
2101,23,Married,Rural,Primary,1,Richer,-22865
2102,40,Other,Rural,No Education,7,Poorer,-59346
2103,35,Married,Rural,No Education,6,Poorest,-90916
2104,29,Married,Rural,Primary,3,Richest,-1099
2105,20,Married,Rural,Primary,1,Poorest,-83678
2106,20,Other,Rural,Primary,0,Poorer,-54433
2107,17,Married,Rural,Primary,0,Poorer,-54433
2108,38,Married,Rural,Primary,5,Poorest,-64735
2109,21,Married,Rural,Secondary,0,Poorest,-64735
2110,17,Single,Rural,Secondary,0,Poorest,-99083
2111,28,Married,Rural,No Education,3,Poorest,-70012
2112,36,Married,Rural,No Education,7,Poorest,-70557
2113,18,Single,Rural,Primary,0,Poorest,-70557
2114,23,Other,Rural,Primary,0,Poorest,-71187
2115,15,Single,Rural,Primary,0,Poorest,-71187
2116,37,Married,Rural,Primary,6,Poorest,-75721
2117,25,Married,Rural,No Education,1,Poorest,-68851
2118,40,Married,Rural,No Education,9,Poorest,-65356
2119,18,Single,Rural,Primary,0,Poorest,-65356
2120,15,Single,Rural,Primary,0,Poorest,-65356
2121,20,Other,Rural,Primary,0,Poorer,-48276
2122,18,Single,Rural,Secondary,0,Poorer,-48276
2123,15,Single,Rural,Primary,0,Poorer,-48276
2124,20,Married,Urban,Primary,0,Richest,150557
2125,41,Married,Urban,Primary,2,Richest,183561
2126,15,Single,Urban,Secondary,0,Richest,183561
2127,18,Single,Urban,Primary,0,Richest,183561
2128,32,Single,Urban,Higher,0,Richest,173805
2129,21,Married,Urban,No Education,0,Richest,114577
2130,42,Married,Urban,Primary,3,Richest,210727
2131,20,Single,Urban,Primary,0,Richest,210727
2132,28,Single,Urban,Primary,0,Richest,210727
2133,21,Single,Urban,Primary,0,Richest,210727
2134,31,Married,Urban,Primary,1,Richest,148261
2135,33,Other,Urban,No Education,2,Richest,148261
2136,22,Married,Urban,Primary,0,Richest,79205
2137,40,Married,Urban,No Education,4,Richest,106672
2138,27,Other,Urban,Primary,1,Richest,143419
2139,36,Married,Urban,Primary,2,Richest,145269
2140,18,Single,Urban,Primary,0,Richest,145269
2141,32,Married,Urban,Secondary,1,Richest,113968
2142,18,Married,Urban,Secondary,1,Richest,111519
2143,27,Married,Urban,No Education,4,Richest,57079
2144,48,Married,Urban,No Education,2,Richest,159163
2145,17,Single,Urban,Primary,0,Richest,159163
2146,16,Single,Urban,Secondary,0,Richest,159163
2147,26,Married,Urban,Primary,0,Richest,98302
2148,36,Other,Urban,Primary,4,Richest,108086
2149,24,Married,Urban,Secondary,1,Richest,151395
2150,47,Married,Urban,No Education,5,Richest,146564
2151,15,Single,Urban,Primary,0,Richest,146564
2152,25,Single,Urban,Higher,0,Richest,126801
2153,32,Married,Urban,Higher,1,Richest,165109
2154,16,Single,Urban,Secondary,0,Richest,150533
2155,47,Single,Urban,Secondary,0,Richest,209902
2156,16,Single,Urban,Primary,0,Richest,190839
2157,23,Single,Urban,Secondary,0,Richest,129534
2158,19,Single,Urban,Primary,0,Richest,119211
2159,18,Single,Urban,Secondary,0,Richest,192567
2160,40,Married,Urban,Primary,1,Richest,195580
2161,15,Single,Urban,Primary,0,Richest,195580
2162,38,Married,Urban,Higher,0,Richest,228115
2163,26,Single,Urban,Higher,0,Richest,228115
2164,25,Single,Urban,Higher,0,Richest,228115
2165,35,Married,Urban,Primary,0,Richest,190650
2166,33,Single,Urban,Primary,0,Richest,139354
2167,27,Married,Urban,Primary,1,Richest,139354
2168,40,Married,Urban,Higher,0,Richest,244162
2169,34,Married,Urban,Higher,0,Richest,244162
2170,45,Married,Urban,Primary,3,Richest,123369
2171,18,Single,Urban,Secondary,0,Richest,123369
2172,19,Single,Urban,Higher,0,Richest,212082
2173,30,Married,Rural,No Education,5,Richer,-18152
2174,27,Married,Rural,Primary,5,Richest,-5222
2175,20,Married,Rural,Primary,2,Middle,-35660
2176,44,Other,Rural,Primary,0,Middle,-35469
2177,26,Married,Rural,Primary,5,Poorer,-53626
2178,30,Married,Rural,No Education,5,Poorest,-65623
2179,38,Married,Rural,No Education,7,Middle,-45029
2180,17,Single,Rural,Primary,0,Middle,-45029
2181,35,Married,Rural,Primary,8,Poorest,-73742
2182,35,Married,Rural,No Education,7,Poorer,-59508
2183,32,Married,Rural,No Education,3,Poorer,-60948
2184,21,Married,Rural,No Education,2,Poorest,-80248
2185,24,Married,Rural,Primary,3,Poorer,-58642
2186,48,Other,Rural,No Education,8,Poorest,-76778
2187,28,Other,Rural,No Education,1,Poorest,-76778
2188,19,Married,Rural,No Education,1,Poorer,-50378
2189,27,Married,Rural,No Education,6,Middle,-44215
2190,22,Married,Rural,No Education,2,Middle,-43788
2191,28,Married,Rural,Primary,3,Poorest,-63468
2192,28,Married,Rural,No Education,4,Middle,-46651
2193,30,Married,Rural,No Education,3,Middle,-45463
2194,18,Married,Rural,Primary,2,Richest,209
2195,25,Married,Rural,Primary,3,Middle,-44413
2196,29,Married,Rural,No Education,3,Poorest,-61960
2197,21,Single,Rural,Primary,0,Middle,-46056
2198,20,Married,Rural,Primary,2,Poorer,-53895
2199,18,Married,Rural,No Education,2,Poorer,-54431
2200,28,Married,Rural,Primary,4,Poorer,-50463
2201,20,Married,Rural,No Education,3,Poorest,-63066
2202,44,Married,Rural,No Education,3,Poorer,-61468
2203,22,Married,Rural,Primary,0,Middle,-41795
2204,37,Married,Rural,No Education,6,Poorer,-50770
2205,30,Married,Rural,No Education,4,Poorest,-70693
2206,20,Married,Rural,No Education,1,Middle,-45352
2207,25,Married,Rural,No Education,3,Poorer,-52263
2208,25,Married,Rural,Primary,2,Middle,-45762
2209,20,Single,Rural,No Education,0,Poorest,-72442
2210,18,Single,Rural,Primary,0,Poorest,-72442
2211,37,Married,Rural,No Education,5,Poorer,-50824
2212,24,Married,Urban,Higher,0,Richest,184854
2213,32,Married,Urban,Secondary,1,Richest,89729
2214,26,Married,Urban,Primary,1,Richest,276005
2215,15,Single,Urban,Primary,0,Richest,276005
2216,25,Married,Urban,Higher,1,Richest,213268
2217,35,Married,Urban,Secondary,2,Richest,183065
2218,37,Other,Urban,Primary,2,Richest,105449
2219,15,Single,Urban,Secondary,0,Richest,105449
2220,35,Other,Urban,Primary,1,Richest,199958
2221,31,Married,Urban,Secondary,3,Richest,118443
2222,19,Single,Urban,Higher,0,Richest,244132
2223,19,Single,Urban,Higher,0,Richest,244132
2224,25,Married,Urban,Primary,2,Richest,226085
2225,26,Married,Urban,Primary,0,Richest,145202
2226,17,Single,Urban,Secondary,0,Richest,142042
2227,46,Other,Urban,Primary,4,Richest,166947
2228,26,Single,Urban,Primary,0,Richest,132799
2229,40,Married,Urban,Higher,4,Richest,235706
2230,31,Married,Urban,Primary,3,Richest,234162
2231,23,Married,Urban,Secondary,0,Richest,234162
2232,21,Married,Urban,Secondary,0,Richest,195746
2233,17,Single,Urban,Higher,0,Richest,213194
2234,20,Other,Rural,Secondary,2,Richer,-18106
2235,42,Married,Rural,No Education,6,Richer,-16947
2236,35,Other,Rural,No Education,4,Richer,-27829
2237,39,Married,Rural,No Education,4,Richer,-28398
2238,25,Married,Rural,No Education,5,Middle,-37943
2239,19,Married,Rural,Primary,2,Richer,-26780
2240,42,Married,Rural,No Education,6,Richer,-28307
2241,16,Single,Rural,No Education,0,Richer,-28307
2242,35,Married,Rural,No Education,11,Poorest,-90562
2243,18,Single,Rural,No Education,0,Richer,-14859
2244,20,Married,Rural,Primary,0,Richer,-13737
2245,19,Married,Rural,No Education,0,Richer,-13737
2246,22,Married,Rural,Primary,3,Poorer,-51880
2247,27,Married,Rural,Primary,3,Richest,-7778
2248,25,Married,Rural,No Education,3,Poorest,-107876
2249,24,Married,Rural,Primary,3,Poorest,-97898
2250,17,Single,Rural,Primary,0,Poorest,-104004
2251,16,Single,Rural,Primary,0,Poorest,-83834
2252,30,Married,Rural,No Education,5,Poorest,-95273
2253,46,Married,Rural,No Education,9,Poorest,-102219
2254,46,Married,Rural,No Education,7,Poorest,-91337
2255,15,Single,Rural,Primary,0,Poorest,-91337
2256,42,Other,Rural,No Education,3,Poorest,-110864
2257,42,Married,Rural,No Education,10,Poorest,-103689
2258,16,Single,Rural,No Education,0,Poorest,-103689
2259,27,Married,Rural,No Education,4,Poorest,-106752
2260,30,Married,Rural,No Education,7,Poorest,-103533
2261,36,Married,Rural,No Education,6,Poorest,-104234
2262,45,Married,Rural,No Education,5,Poorest,-97215
2263,36,Married,Rural,No Education,7,Poorest,-100702
2264,18,Single,Rural,Primary,0,Poorest,-100702
2265,16,Single,Rural,No Education,0,Poorest,-109512
2266,20,Married,Rural,No Education,2,Poorest,-104595
2267,20,Married,Rural,Primary,3,Poorest,-102719
2268,19,Married,Rural,Secondary,0,Poorest,-91778
2269,35,Other,Urban,No Education,3,Richest,72191
2270,15,Single,Urban,Primary,0,Richest,72191
2271,16,Single,Urban,Primary,0,Poorer,-50803
2272,16,Single,Urban,Secondary,0,Middle,-37116
2273,32,Married,Urban,Primary,4,Richest,95383
2274,31,Married,Urban,No Education,5,Richest,83886
2275,38,Single,Urban,No Education,3,Richest,23068
2276,48,Married,Urban,No Education,7,Richest,126896
2277,17,Single,Urban,Secondary,0,Richest,126896
2278,47,Other,Urban,No Education,4,Richest,71885
2279,20,Single,Urban,Higher,0,Richest,71885
2280,26,Married,Urban,Primary,2,Richest,137701
2281,30,Single,Urban,Primary,0,Richest,236537
2282,22,Single,Urban,Higher,0,Richest,132591
2283,20,Single,Urban,Secondary,0,Richest,132591
2284,18,Other,Urban,Primary,1,Richest,127704
2285,22,Married,Urban,Secondary,2,Richest,172396
2286,16,Single,Urban,Secondary,0,Richest,14184
2287,16,Single,Urban,Secondary,0,Richest,85771
2288,20,Married,Urban,Secondary,1,Richest,213881
2289,24,Married,Urban,Primary,2,Richest,92651
2290,18,Single,Rural,Primary,0,Middle,-39672
2291,15,Single,Rural,Primary,0,Middle,-39672
2292,29,Married,Rural,Primary,4,Poorer,-55540
2293,35,Married,Rural,No Education,6,Poorer,-53563
2294,18,Married,Rural,Primary,0,Poorer,-53563
2295,24,Married,Rural,Primary,3,Poorer,-55137
2296,29,Other,Rural,No Education,1,Poorer,-55903
